"age";"sexe";"catu";"dep";"region";"agg";"vma";"atm";"est_nuit";"est_heure_pointe";"jour_semaine";"est_weekend";"a_equipement_adapte";"grav_ordered";"grav_binary";"catv"
"";"-1";"1";"75";"nord";"2";"30";"2";"0";"0";"0";"0";"0";"0";"0";"1"
"31,0";"2";"1";"75";"nord";"2";"50";"2";"0";"1";"0";"0";"0";"1";"0";"1"
"55,0";"1";"1";"75";"nord";"2";"30";"8";"0";"0";"0";"0";"0";"1";"0";"1"
"52,0";"1";"1";"92";"nord";"2";"50";"1";"1";"0";"4";"0";"0";"1";"0";"1"
"20,0";"1";"1";"51";"nord";"1";"90";"1";"0";"0";"6";"1";"0";"2";"1";"1"
"55,0";"2";"1";"92";"nord";"2";"50";"1";"0";"0";"2";"0";"1";"2";"1";"80"
"35,0";"1";"1";"75";"nord";"2";"30";"1";"0";"0";"6";"1";"0";"1";"0";"1"
"34,0";"2";"1";"75";"nord";"2";"30";"1";"0";"0";"6";"1";"0";"1";"0";"50"
"21,0";"1";"1";"75";"nord";"2";"30";"1";"0";"0";"6";"1";"0";"0";"0";"80"
"49,0";"2";"1";"46";"centre";"2";"50";"1";"0";"0";"5";"1";"1";"2";"1";"80"
"60,0";"1";"1";"76";"nord";"1";"80";"1";"0";"0";"0";"0";"1";"2";"1";"1"
"21,0";"2";"1";"69";"centre";"2";"50";"2";"0";"0";"5";"1";"1";"1";"0";"80"
"19,0";"1";"1";"75";"nord";"2";"30";"1";"0";"1";"5";"1";"1";"1";"0";"80"
"56,0";"2";"1";"57";"nord";"2";"50";"1";"0";"0";"1";"0";"0";"1";"0";"80"
"22,0";"1";"1";"31";"sud";"2";"50";"1";"1";"0";"6";"1";"0";"1";"0";"1"
"20,0";"2";"1";"11";"sud";"2";"10";"1";"0";"0";"4";"0";"0";"1";"0";"1"
"29,0";"1";"1";"75";"nord";"2";"30";"1";"0";"1";"4";"0";"0";"1";"0";"1"
"30,0";"1";"1";"75";"nord";"2";"50";"1";"0";"1";"4";"0";"1";"0";"0";"1"
"21,0";"2";"1";"75";"nord";"2";"30";"1";"0";"0";"4";"0";"0";"1";"0";"1"
"37,0";"1";"1";"93";"nord";"2";"30";"8";"0";"0";"4";"0";"0";"1";"0";"1"
"30,0";"1";"1";"93";"nord";"2";"30";"1";"0";"1";"4";"0";"0";"2";"1";"50"
"47,0";"1";"1";"92";"nord";"2";"50";"1";"0";"0";"4";"0";"1";"1";"0";"1"
"16,0";"1";"1";"92";"nord";"2";"50";"1";"0";"0";"4";"0";"0";"1";"0";"1"
"46,0";"1";"1";"92";"nord";"2";"50";"1";"0";"1";"4";"0";"1";"1";"0";"1"
"71,0";"1";"1";"84";"centre";"2";"50";"1";"0";"0";"3";"0";"1";"2";"1";"1"
"67,0";"1";"1";"55";"nord";"2";"50";"1";"0";"0";"4";"0";"1";"2";"1";"1"
"68,0";"1";"1";"62";"nord";"2";"50";"7";"0";"0";"1";"0";"0";"2";"1";"1"
"38,0";"1";"1";"78";"nord";"2";"50";"1";"0";"1";"3";"0";"1";"1";"0";"1"
"23,0";"1";"1";"71";"centre";"2";"50";"1";"0";"0";"2";"0";"0";"1";"0";"1"
"43,0";"1";"1";"71";"centre";"2";"50";"1";"0";"0";"2";"0";"1";"1";"0";"80"
"19,0";"2";"1";"69";"centre";"1";"50";"1";"0";"0";"2";"0";"0";"1";"0";"1"
"34,0";"1";"1";"68";"nord";"2";"50";"1";"0";"0";"2";"0";"0";"2";"1";"50"
"32,0";"1";"1";"59";"nord";"2";"50";"1";"1";"0";"6";"1";"0";"1";"0";"1"
"48,0";"1";"1";"54";"nord";"2";"50";"1";"0";"0";"3";"0";"1";"1";"0";"1"
"20,0";"1";"1";"54";"nord";"2";"50";"1";"0";"1";"2";"0";"1";"1";"0";"1"
"62,0";"1";"1";"44";"nord";"2";"50";"1";"0";"0";"3";"0";"0";"1";"0";"1"
"21,0";"1";"1";"37";"nord";"2";"50";"1";"0";"0";"2";"0";"1";"1";"0";"1"
"32,0";"1";"1";"35";"nord";"2";"30";"1";"0";"0";"2";"0";"0";"1";"0";"50"
"22,0";"2";"1";"35";"nord";"2";"50";"1";"0";"0";"2";"0";"0";"1";"0";"1"
"40,0";"1";"1";"33";"centre";"2";"30";"1";"0";"0";"2";"0";"0";"1";"0";"1"
"32,0";"2";"1";"31";"sud";"2";"50";"2";"0";"1";"2";"0";"1";"2";"1";"80"
"22,0";"2";"1";"17";"centre";"2";"50";"1";"0";"1";"1";"0";"0";"1";"0";"1"
"26,0";"1";"1";"75";"nord";"2";"30";"1";"1";"0";"3";"0";"0";"1";"0";"1"
"46,0";"1";"1";"75";"nord";"2";"30";"1";"0";"1";"3";"0";"0";"1";"0";"1"
"24,0";"2";"1";"75";"nord";"2";"30";"1";"1";"0";"3";"0";"0";"1";"0";"50"
"50,0";"1";"1";"93";"nord";"2";"50";"1";"0";"1";"3";"0";"1";"1";"0";"50"
"59,0";"2";"1";"29";"nord";"1";"80";"1";"0";"0";"3";"0";"0";"1";"0";"80"
"68,0";"1";"1";"29";"nord";"2";"50";"1";"0";"0";"3";"0";"1";"2";"1";"1"
"27,0";"2";"1";"75";"nord";"2";"30";"1";"0";"1";"1";"0";"0";"1";"0";"1"
"21,0";"2";"1";"75";"nord";"2";"30";"1";"1";"0";"2";"0";"0";"1";"0";"50"
"54,0";"2";"1";"75";"nord";"2";"30";"1";"0";"1";"2";"0";"1";"1";"0";"1"
"33,0";"2";"1";"75";"nord";"2";"50";"1";"0";"0";"2";"0";"1";"1";"0";"1"
"13,0";"1";"1";"75";"nord";"2";"30";"1";"0";"1";"2";"0";"0";"1";"0";"50"
"41,0";"1";"1";"94";"nord";"2";"50";"1";"0";"1";"1";"0";"0";"1";"0";"50"
"43,0";"1";"1";"94";"nord";"2";"50";"1";"0";"1";"2";"0";"1";"1";"0";"1"
"15,0";"1";"1";"92";"nord";"2";"50";"1";"0";"1";"2";"0";"0";"1";"0";"1"
"11,0";"1";"1";"92";"nord";"2";"30";"1";"0";"1";"2";"0";"1";"1";"0";"50"
"22,0";"1";"1";"92";"nord";"2";"50";"1";"0";"1";"2";"0";"1";"1";"0";"50"
"58,0";"1";"1";"62";"nord";"2";"50";"1";"0";"0";"3";"0";"1";"2";"1";"1"
"16,0";"1";"1";"69";"centre";"2";"50";"1";"0";"0";"0";"0";"0";"2";"1";"1"
"31,0";"1";"1";"87";"centre";"2";"50";"1";"0";"0";"4";"0";"0";"1";"0";"1"
"32,0";"1";"1";"78";"nord";"2";"50";"1";"0";"0";"4";"0";"0";"2";"1";"50"
"39,0";"1";"1";"69";"centre";"2";"50";"1";"0";"0";"0";"0";"0";"1";"0";"50"
"47,0";"1";"1";"67";"nord";"2";"30";"2";"0";"0";"6";"1";"1";"1";"0";"1"
"33,0";"2";"1";"61";"nord";"1";"80";"1";"0";"0";"3";"0";"1";"1";"0";"50"
"22,0";"1";"1";"59";"nord";"2";"50";"1";"0";"1";"4";"0";"0";"1";"0";"50"
"55,0";"2";"1";"51";"nord";"2";"50";"1";"0";"0";"6";"1";"1";"1";"0";"1"
"18,0";"1";"1";"49";"nord";"2";"50";"1";"0";"0";"0";"0";"0";"1";"0";"1"
"13,0";"1";"1";"45";"nord";"2";"50";"1";"0";"1";"0";"0";"0";"1";"0";"1"
"42,0";"1";"1";"35";"nord";"1";"50";"1";"0";"1";"0";"0";"1";"1";"0";"80"
"61,0";"1";"1";"14";"nord";"2";"50";"1";"0";"0";"0";"0";"0";"2";"1";"1"
"18,0";"1";"1";"10";"nord";"2";"50";"2";"0";"0";"6";"1";"0";"1";"0";"1"
"22,0";"2";"1";"75";"nord";"2";"30";"1";"0";"1";"1";"0";"0";"1";"0";"50"
"65,0";"2";"1";"75";"nord";"2";"30";"1";"0";"0";"1";"0";"0";"1";"0";"1"
"23,0";"2";"1";"75";"nord";"2";"30";"1";"1";"0";"1";"0";"0";"1";"0";"50"
"38,0";"1";"1";"75";"nord";"2";"30";"1";"0";"0";"1";"0";"0";"1";"0";"50"
"65,0";"2";"1";"75";"nord";"2";"30";"1";"0";"1";"1";"0";"1";"1";"0";"1"
"41,0";"1";"1";"75";"nord";"2";"50";"1";"0";"0";"1";"0";"1";"0";"0";"1"
"27,0";"2";"1";"75";"nord";"2";"30";"1";"0";"0";"1";"0";"0";"1";"0";"80"
"25,0";"1";"1";"75";"nord";"2";"30";"1";"0";"0";"1";"0";"0";"0";"0";"50"
"23,0";"1";"1";"75";"nord";"2";"30";"1";"0";"0";"1";"0";"0";"1";"0";"1"
"33,0";"1";"1";"94";"nord";"2";"50";"1";"0";"0";"1";"0";"0";"1";"0";"50"
"52,0";"2";"1";"92";"nord";"2";"30";"1";"0";"0";"1";"0";"0";"1";"0";"60"
"35,0";"1";"1";"1";"centre";"2";"50";"1";"0";"1";"2";"0";"0";"0";"0";"50"
"4,0";"1";"2";"1";"centre";"2";"50";"1";"0";"1";"2";"0";"0";"1";"0";"50"
"46,0";"2";"1";"75";"nord";"2";"30";"1";"0";"1";"0";"0";"0";"1";"0";"80"
"23,0";"1";"1";"75";"nord";"2";"30";"1";"0";"0";"0";"0";"0";"1";"0";"1"
"18,0";"1";"1";"75";"nord";"2";"30";"1";"1";"0";"6";"1";"0";"1";"0";"1"
"19,0";"1";"2";"75";"nord";"2";"30";"1";"1";"0";"6";"1";"0";"0";"0";"1"
"71,0";"1";"1";"75";"nord";"2";"30";"1";"0";"0";"0";"0";"0";"1";"0";"80"
"48,0";"1";"1";"75";"nord";"2";"30";"1";"0";"0";"0";"0";"0";"1";"0";"1"
"16,0";"1";"1";"75";"nord";"2";"30";"1";"0";"1";"0";"0";"0";"1";"0";"1"
"27,0";"1";"1";"94";"nord";"2";"50";"1";"0";"0";"0";"0";"0";"1";"0";"60"
"";"-1";"1";"92";"nord";"2";"50";"1";"0";"0";"0";"0";"0";"0";"0";"1"
"60,0";"1";"1";"92";"nord";"2";"30";"1";"0";"1";"0";"0";"1";"1";"0";"50"
"44,0";"1";"1";"92";"nord";"2";"50";"1";"0";"0";"0";"0";"0";"1";"0";"50"
"58,0";"1";"1";"63";"centre";"2";"50";"7";"0";"1";"1";"0";"0";"2";"1";"80"
"51,0";"1";"1";"14";"nord";"2";"50";"1";"0";"0";"0";"0";"0";"1";"0";"1"
"73,0";"2";"1";"45";"nord";"1";"80";"7";"0";"0";"2";"0";"0";"1";"0";"1"
"18,0";"1";"1";"69";"centre";"2";"50";"1";"0";"0";"6";"1";"0";"1";"0";"50"
"61,0";"2";"1";"77";"nord";"2";"50";"1";"0";"0";"5";"1";"0";"1";"0";"1"
"30,0";"2";"1";"59";"nord";"2";"50";"1";"0";"1";"0";"0";"0";"1";"0";"50"
"47,0";"1";"1";"75";"nord";"2";"30";"1";"0";"0";"6";"1";"0";"1";"0";"1"
"34,0";"1";"1";"75";"nord";"2";"50";"1";"0";"0";"6";"1";"1";"1";"0";"1"
"25,0";"1";"1";"75";"nord";"2";"30";"8";"0";"0";"5";"1";"0";"1";"0";"80"
"28,0";"2";"1";"75";"nord";"2";"30";"1";"0";"0";"6";"1";"0";"0";"0";"1"
"10,0";"1";"1";"75";"nord";"2";"30";"1";"0";"0";"6";"1";"0";"1";"0";"50"
"25,0";"2";"1";"75";"nord";"2";"50";"1";"1";"0";"6";"1";"0";"1";"0";"1"
"40,0";"1";"1";"75";"nord";"2";"30";"1";"1";"0";"6";"1";"0";"1";"0";"1"
"19,0";"1";"1";"94";"nord";"2";"50";"2";"0";"0";"6";"1";"0";"1";"0";"1"
"12,0";"2";"1";"92";"nord";"2";"50";"1";"0";"0";"6";"1";"0";"1";"0";"50"
"73,0";"1";"1";"51";"nord";"1";"80";"1";"0";"0";"0";"0";"1";"1";"0";"1"
"46,0";"1";"1";"14";"nord";"1";"80";"1";"0";"1";"2";"0";"1";"1";"0";"1"
"64,0";"1";"1";"40";"sud";"2";"50";"1";"0";"0";"4";"0";"0";"1";"0";"1"
"67,0";"1";"1";"69";"centre";"2";"50";"1";"0";"0";"0";"0";"1";"2";"1";"1"
"33,0";"2";"1";"33";"centre";"2";"50";"1";"0";"1";"5";"1";"1";"2";"1";"80"
"52,0";"1";"1";"973";"dom_tom";"2";"50";"2";"0";"0";"4";"0";"0";"1";"0";"1"
"17,0";"1";"1";"69";"centre";"2";"50";"1";"0";"0";"4";"0";"0";"1";"0";"50"
"58,0";"1";"1";"62";"nord";"2";"50";"1";"0";"0";"0";"0";"0";"1";"0";"50"
"41,0";"1";"1";"37";"nord";"2";"50";"1";"1";"0";"5";"1";"0";"1";"0";"1"
"53,0";"2";"1";"34";"sud";"2";"50";"1";"0";"0";"5";"1";"0";"2";"1";"1"
"31,0";"2";"1";"13";"sud";"2";"50";"1";"0";"1";"4";"0";"0";"2";"1";"1"
"24,0";"1";"1";"75";"nord";"2";"50";"1";"1";"0";"5";"1";"0";"1";"0";"1"
"29,0";"1";"1";"75";"nord";"2";"30";"1";"1";"0";"5";"1";"0";"1";"0";"1"
"16,0";"2";"1";"75";"nord";"2";"30";"1";"0";"0";"5";"1";"0";"0";"0";"50"
"16,0";"2";"2";"75";"nord";"2";"30";"1";"0";"0";"5";"1";"0";"1";"0";"50"
"25,0";"1";"1";"94";"nord";"2";"30";"1";"0";"0";"5";"1";"1";"1";"0";"50"
"26,0";"1";"1";"92";"nord";"2";"50";"7";"0";"0";"5";"1";"0";"1";"0";"1"
"73,0";"1";"1";"38";"centre";"1";"80";"1";"0";"0";"5";"1";"1";"3";"1";"80"
"66,0";"1";"1";"57";"nord";"1";"50";"7";"0";"0";"6";"1";"1";"2";"1";"1"
"36,0";"2";"1";"69";"centre";"2";"30";"1";"0";"0";"4";"0";"0";"1";"0";"1"
"14,0";"1";"1";"971";"dom_tom";"2";"50";"1";"0";"0";"4";"0";"0";"1";"0";"1"
"16,0";"1";"1";"971";"dom_tom";"1";"15";"1";"0";"0";"4";"0";"0";"1";"0";"1"
"19,0";"2";"1";"67";"nord";"2";"50";"1";"0";"0";"3";"0";"0";"1";"0";"1"
"45,0";"1";"1";"59";"nord";"2";"50";"8";"0";"1";"4";"0";"0";"1";"0";"50"
"20,0";"1";"1";"44";"nord";"2";"50";"1";"0";"0";"4";"0";"0";"2";"1";"1"
"56,0";"2";"1";"37";"nord";"2";"50";"8";"1";"0";"4";"0";"0";"1";"0";"1"
"28,0";"2";"1";"35";"nord";"2";"50";"1";"1";"0";"4";"0";"0";"1";"0";"1"
"31,0";"1";"1";"28";"nord";"2";"70";"1";"1";"0";"4";"0";"0";"3";"1";"50"
"16,0";"1";"1";"10";"nord";"2";"50";"1";"0";"1";"4";"0";"0";"1";"0";"1"
"31,0";"1";"1";"75";"nord";"2";"30";"8";"0";"0";"3";"0";"1";"3";"1";"1"
"46,0";"1";"1";"75";"nord";"2";"30";"1";"0";"0";"4";"0";"1";"0";"0";"1"
"55,0";"2";"1";"75";"nord";"2";"30";"8";"0";"1";"4";"0";"0";"1";"0";"1"
"21,0";"1";"1";"75";"nord";"2";"30";"1";"0";"0";"4";"0";"0";"0";"0";"50"
"29,0";"1";"1";"75";"nord";"2";"30";"8";"0";"0";"4";"0";"1";"1";"0";"1"
"38,0";"1";"1";"75";"nord";"2";"30";"1";"0";"0";"2";"0";"1";"0";"0";"80"
"43,0";"2";"1";"75";"nord";"2";"30";"1";"0";"0";"2";"0";"1";"1";"0";"1"
"";"-1";"1";"75";"nord";"2";"30";"1";"0";"1";"2";"0";"0";"0";"0";"1"
"18,0";"1";"1";"92";"nord";"2";"30";"1";"0";"0";"2";"0";"0";"2";"1";"1"
"18,0";"1";"1";"49";"nord";"1";"80";"1";"0";"0";"4";"0";"1";"2";"1";"1"
"63,0";"1";"1";"44";"nord";"1";"70";"8";"0";"0";"1";"0";"0";"2";"1";"80"
"58,0";"2";"1";"68";"nord";"2";"50";"2";"0";"1";"4";"0";"0";"2";"1";"1"
"76,0";"1";"1";"22";"nord";"1";"80";"7";"0";"1";"4";"0";"0";"2";"1";"1"
"49,0";"2";"1";"75";"nord";"2";"50";"1";"0";"0";"1";"0";"1";"0";"0";"1"
"13,0";"1";"1";"972";"dom_tom";"2";"50";"7";"0";"0";"3";"0";"0";"1";"0";"1"
"73,0";"1";"1";"83";"sud";"2";"50";"1";"0";"0";"2";"0";"1";"1";"0";"1"
"38,0";"1";"1";"80";"nord";"2";"30";"1";"0";"0";"1";"0";"0";"1";"0";"1"
"40,0";"1";"1";"74";"centre";"2";"50";"1";"0";"1";"3";"0";"0";"1";"0";"1"
"29,0";"2";"1";"49";"nord";"2";"50";"1";"0";"0";"3";"0";"0";"2";"1";"50"
"44,0";"1";"1";"35";"nord";"2";"50";"1";"0";"1";"3";"0";"1";"1";"0";"1"
"28,0";"1";"1";"33";"centre";"2";"50";"2";"0";"1";"2";"0";"0";"1";"0";"1"
"35,0";"1";"1";"26";"centre";"2";"50";"1";"0";"1";"3";"0";"1";"1";"0";"1"
"63,0";"1";"1";"75";"nord";"2";"30";"2";"0";"1";"3";"0";"0";"0";"0";"1"
"49,0";"1";"1";"75";"nord";"2";"30";"3";"0";"1";"3";"0";"0";"1";"0";"1"
"60,0";"1";"1";"75";"nord";"2";"50";"8";"0";"1";"3";"0";"0";"1";"0";"1"
"36,0";"1";"1";"75";"nord";"2";"30";"8";"0";"0";"3";"0";"0";"1";"0";"1"
"27,0";"2";"1";"94";"nord";"2";"50";"2";"0";"1";"3";"0";"0";"1";"0";"1"
"21,0";"1";"1";"62";"nord";"2";"50";"3";"0";"0";"3";"0";"0";"1";"0";"1"
"76,0";"2";"1";"44";"nord";"2";"50";"1";"0";"0";"3";"0";"0";"2";"1";"1"
"28,0";"2";"1";"72";"nord";"2";"30";"1";"0";"0";"1";"0";"0";"1";"0";"50"
"48,0";"2";"1";"69";"centre";"2";"50";"1";"0";"1";"2";"0";"0";"1";"0";"50"
"27,0";"1";"1";"56";"nord";"2";"50";"1";"0";"1";"6";"1";"1";"1";"0";"1"
"38,0";"1";"1";"51";"nord";"2";"50";"1";"0";"0";"3";"0";"0";"2";"1";"50"
"29,0";"1";"1";"25";"nord";"2";"50";"2";"0";"0";"0";"0";"0";"1";"0";"80"
"28,0";"1";"1";"10";"nord";"2";"50";"8";"0";"0";"1";"0";"0";"1";"0";"1"
"23,0";"1";"1";"75";"nord";"2";"30";"8";"0";"0";"2";"0";"1";"1";"0";"1"
"32,0";"2";"1";"75";"nord";"2";"30";"1";"0";"0";"2";"0";"1";"1";"0";"80"
"17,0";"1";"1";"75";"nord";"2";"30";"1";"0";"0";"2";"0";"1";"1";"0";"1"
"22,0";"1";"1";"75";"nord";"2";"50";"1";"0";"0";"1";"0";"1";"1";"0";"1"
"39,0";"2";"1";"31";"sud";"2";"50";"1";"0";"1";"3";"0";"0";"2";"1";"1"
"71,0";"1";"1";"66";"sud";"1";"80";"7";"0";"0";"1";"0";"1";"2";"1";"1"
"36,0";"1";"1";"79";"centre";"2";"50";"1";"1";"0";"2";"0";"0";"1";"0";"1"
"44,0";"1";"1";"91";"nord";"2";"30";"1";"0";"1";"1";"0";"0";"1";"0";"1"
"21,0";"1";"1";"87";"centre";"2";"50";"1";"0";"0";"3";"0";"0";"1";"0";"50"
"71,0";"1";"1";"67";"nord";"2";"50";"1";"0";"1";"3";"0";"0";"1";"0";"1"
"35,0";"1";"1";"67";"nord";"2";"50";"5";"0";"1";"3";"0";"0";"1";"0";"1"
"21,0";"1";"1";"33";"centre";"2";"50";"2";"0";"1";"1";"0";"1";"1";"0";"1"
"31,0";"1";"1";"17";"centre";"2";"50";"3";"0";"1";"0";"0";"1";"2";"1";"1"
"60,0";"1";"1";"93";"nord";"2";"50";"1";"0";"1";"1";"0";"1";"1";"0";"1"
"21,0";"1";"1";"31";"sud";"2";"50";"1";"0";"0";"3";"0";"1";"2";"1";"1"
"62,0";"1";"1";"53";"nord";"1";"80";"1";"0";"0";"1";"0";"1";"3";"1";"1"
"36,0";"1";"1";"75";"nord";"2";"30";"1";"1";"0";"0";"0";"0";"2";"1";"50"
"57,0";"1";"1";"75";"nord";"2";"30";"1";"0";"0";"0";"0";"0";"1";"0";"50"
"25,0";"1";"1";"75";"nord";"2";"30";"1";"1";"0";"0";"0";"0";"1";"0";"50"
"45,0";"1";"1";"75";"nord";"2";"30";"1";"1";"0";"0";"0";"0";"1";"0";"50"
"";"-1";"1";"92";"nord";"2";"50";"1";"0";"0";"0";"0";"0";"0";"0";"50"
"18,0";"1";"1";"74";"centre";"1";"50";"1";"0";"0";"3";"0";"1";"2";"1";"1"
"14,0";"1";"1";"21";"nord";"2";"20";"1";"0";"0";"0";"0";"0";"2";"1";"50"
"19,0";"2";"1";"69";"centre";"2";"50";"2";"1";"0";"6";"1";"0";"1";"0";"50"
"52,0";"1";"1";"78";"nord";"2";"50";"2";"0";"0";"4";"0";"0";"3";"1";"1"
"32,0";"1";"1";"64";"sud";"2";"50";"2";"0";"1";"5";"1";"1";"1";"0";"1"
"20,0";"1";"1";"75";"nord";"2";"50";"2";"0";"0";"6";"1";"0";"1";"0";"1"
"41,0";"1";"1";"39";"centre";"2";"30";"1";"0";"0";"6";"1";"0";"2";"1";"1"
"45,0";"1";"1";"95";"nord";"1";"50";"7";"0";"0";"0";"0";"1";"1";"0";"1"
"43,0";"1";"1";"95";"nord";"1";"50";"7";"0";"0";"0";"0";"1";"1";"0";"1"
"23,0";"1";"1";"76";"nord";"2";"30";"1";"0";"0";"5";"1";"0";"1";"0";"1"
"51,0";"2";"1";"57";"nord";"2";"50";"1";"1";"0";"4";"0";"0";"2";"1";"80"
"31,0";"1";"1";"33";"centre";"2";"50";"1";"0";"0";"4";"0";"0";"1";"0";"1"
"40,0";"1";"1";"75";"nord";"2";"30";"8";"0";"0";"5";"1";"1";"1";"0";"80"
"41,0";"1";"1";"75";"nord";"2";"30";"2";"1";"0";"4";"0";"0";"1";"0";"1"
"34,0";"1";"1";"75";"nord";"2";"30";"1";"1";"0";"5";"1";"1";"1";"0";"50"
"79,0";"2";"1";"94";"nord";"2";"30";"3";"0";"0";"5";"1";"0";"3";"1";"1"
"42,0";"1";"1";"93";"nord";"2";"50";"2";"0";"0";"5";"1";"0";"1";"0";"50"
"29,0";"1";"1";"92";"nord";"2";"30";"1";"0";"1";"3";"0";"1";"1";"0";"1"
"41,0";"1";"1";"44";"nord";"1";"70";"1";"0";"0";"5";"1";"1";"1";"0";"1"
"25,0";"1";"1";"69";"centre";"2";"50";"1";"1";"0";"4";"0";"0";"1";"0";"50"
"31,0";"1";"1";"72";"nord";"2";"50";"2";"1";"0";"4";"0";"0";"1";"0";"80"
"79,0";"1";"1";"70";"nord";"2";"30";"1";"0";"0";"4";"0";"0";"2";"1";"1"
"38,0";"2";"1";"69";"centre";"2";"50";"1";"0";"1";"4";"0";"0";"1";"0";"1"
"22,0";"1";"1";"66";"sud";"2";"50";"1";"1";"0";"2";"0";"0";"1";"0";"50"
"33,0";"1";"1";"59";"nord";"2";"50";"1";"0";"0";"4";"0";"0";"2";"1";"1"
"21,0";"1";"1";"59";"nord";"2";"50";"1";"0";"1";"2";"0";"0";"2";"1";"1"
"33,0";"1";"1";"58";"centre";"2";"30";"1";"0";"0";"3";"0";"1";"1";"0";"1"
"15,0";"1";"1";"54";"nord";"1";"80";"1";"0";"0";"4";"0";"0";"1";"0";"1"
"14,0";"1";"1";"54";"nord";"1";"80";"1";"0";"0";"4";"0";"0";"1";"0";"1"
"23,0";"1";"1";"45";"nord";"2";"50";"2";"0";"1";"4";"0";"0";"1";"0";"1"
"44,0";"1";"1";"45";"nord";"2";"50";"2";"0";"1";"4";"0";"1";"1";"0";"1"
"64,0";"1";"1";"35";"nord";"2";"50";"7";"0";"0";"4";"0";"0";"1";"0";"1"
"8,0";"1";"1";"34";"sud";"2";"30";"1";"0";"0";"3";"0";"0";"2";"1";"1"
"50,0";"1";"1";"34";"sud";"2";"50";"1";"0";"0";"0";"0";"0";"3";"1";"50"
"23,0";"2";"1";"33";"centre";"2";"50";"1";"0";"0";"3";"0";"0";"1";"0";"50"
"30,0";"2";"1";"10";"nord";"2";"50";"1";"0";"0";"4";"0";"0";"1";"0";"1"
"52,0";"1";"1";"75";"nord";"2";"30";"1";"1";"0";"3";"0";"1";"2";"1";"50"
"26,0";"1";"1";"75";"nord";"2";"30";"1";"1";"0";"4";"0";"0";"0";"0";"1"
"22,0";"2";"1";"75";"nord";"2";"30";"2";"0";"0";"4";"0";"0";"1";"0";"50"
"17,0";"1";"1";"75";"nord";"2";"30";"1";"0";"0";"4";"0";"1";"0";"0";"1"
"24,0";"1";"1";"75";"nord";"2";"30";"2";"0";"0";"4";"0";"0";"1";"0";"1"
"21,0";"2";"1";"75";"nord";"2";"30";"1";"1";"0";"4";"0";"0";"1";"0";"50"
"18,0";"2";"1";"94";"nord";"2";"50";"1";"0";"1";"3";"0";"0";"1";"0";"50"
"51,0";"1";"1";"93";"nord";"2";"50";"1";"0";"0";"2";"0";"0";"2";"1";"1"
"17,0";"1";"1";"93";"nord";"2";"50";"2";"0";"1";"4";"0";"0";"1";"0";"50"
"38,0";"1";"1";"92";"nord";"2";"50";"1";"0";"1";"3";"0";"0";"1";"0";"1"
"61,0";"1";"1";"92";"nord";"2";"50";"1";"1";"0";"3";"0";"0";"0";"0";"50"
"44,0";"1";"1";"92";"nord";"2";"50";"2";"0";"0";"4";"0";"0";"1";"0";"50"
"28,0";"1";"1";"51";"nord";"1";"80";"1";"0";"0";"3";"0";"1";"1";"0";"1"
"65,0";"1";"1";"44";"nord";"2";"50";"1";"0";"0";"3";"0";"0";"2";"1";"1"
"18,0";"1";"1";"38";"centre";"2";"50";"1";"0";"1";"5";"1";"0";"2";"1";"50"
"56,0";"1";"1";"69";"centre";"2";"50";"1";"0";"1";"4";"0";"1";"2";"1";"1"
"11,0";"1";"1";"974";"dom_tom";"2";"50";"1";"0";"0";"2";"0";"0";"1";"0";"1"
"72,0";"1";"1";"69";"centre";"1";"30";"1";"0";"1";"3";"0";"1";"1";"0";"1"
"52,0";"2";"1";"69";"centre";"2";"30";"1";"0";"0";"2";"0";"0";"1";"0";"1"
"35,0";"1";"1";"69";"centre";"2";"30";"1";"0";"0";"2";"0";"0";"0";"0";"1"
"53,0";"1";"1";"971";"dom_tom";"1";"30";"1";"0";"0";"3";"0";"0";"1";"0";"1"
"42,0";"1";"1";"86";"centre";"2";"30";"1";"0";"0";"2";"0";"1";"1";"0";"50"
"56,0";"1";"1";"77";"nord";"2";"50";"1";"0";"0";"3";"0";"1";"1";"0";"1"
"54,0";"2";"1";"64";"sud";"2";"50";"1";"0";"0";"2";"0";"1";"1";"0";"80"
"18,0";"1";"1";"62";"nord";"2";"50";"1";"0";"0";"3";"0";"0";"1";"0";"50"
"69,0";"2";"1";"56";"nord";"1";"70";"7";"0";"0";"1";"0";"1";"1";"0";"1"
"45,0";"1";"1";"49";"nord";"2";"50";"1";"0";"1";"3";"0";"0";"1";"0";"1"
"64,0";"1";"1";"49";"nord";"2";"50";"1";"0";"1";"2";"0";"0";"1";"0";"1"
"20,0";"1";"1";"45";"nord";"2";"50";"1";"0";"0";"2";"0";"0";"1";"0";"50"
"41,0";"1";"1";"35";"nord";"2";"30";"1";"0";"1";"3";"0";"0";"1";"0";"60"
"18,0";"2";"1";"11";"sud";"2";"50";"1";"0";"1";"2";"0";"0";"1";"0";"50"
"67,0";"2";"1";"7";"centre";"1";"20";"1";"0";"0";"2";"0";"1";"1";"0";"80"
"22,0";"1";"1";"75";"nord";"2";"30";"1";"0";"0";"3";"0";"1";"1";"0";"50"
"53,0";"2";"1";"75";"nord";"2";"30";"1";"0";"0";"2";"0";"0";"0";"0";"1"
"34,0";"1";"1";"75";"nord";"2";"30";"1";"0";"0";"3";"0";"1";"1";"0";"50"
